MMT,CNF,Gelatin,Glycerol,TransVis,RR,TensileStrength
43.6393178,21.74074417,33.43503713,1.087431043,66.35821517,0.846740989,21.41670537
9.051530909,45.42881541,36.49582055,9.02032526,82.99323576,0.649626157,125.9941967
13.86314239,36.8966268,30.6761693,18.64140666,81.16907821,0.691671347,43.10229165
40.72375227,23.07877203,25.72355832,10.4184193,76.40513984,0.850933923,16.26759005
4.180696676,55.88577175,26.16058644,13.75838314,83.94477517,0.163185297,145.3032744
52.05398277,26.98985113,1.924088114,19.06373586,68.0064478,0.881835242,34.74925226
32.81353194,27.47510039,20.44131179,19.26795905,75.88255753,0.712436549,41.54736221
11.13456167,56.75173707,26.46508657,5.72633775,84.48157104,0.603184758,33.34317375
51.94594421,26.84550732,1.95663973,19.07141269,68.02931124,0.810150014,34.80212934
20.53647153,39.60624506,26.8108554,13.02534248,77.34932673,0.655255998,37.92259174
4.247017151,55.81000099,26.08322406,13.85992579,83.87010419,0.10356105,145.3184218
13.79262695,37.02264375,30.66833197,18.4635188,81.15751976,0.642585163,43.01079491
8.961510909,50.8324107,11.65063199,28.53389633,86.02517881,0.32257668,39.49747645
75.59793754,6.642082039,11.57341453,6.248886403,31.84477478,1.016558833,60.85549516
5.9395883,38.71753113,31.85080304,23.40180384,83.71560789,0.46004939,58.51895884
39.62749929,33.95853101,17.42584579,8.983473439,70.70406652,0.723659768,65.79680501
13.82829218,36.9938935,30.57618669,18.56629429,80.93551343,0.641004268,43.10342815
57.37455416,17.84777039,11.53852249,13.15062047,63.90765309,0.890143317,40.30059499
63.47025109,12.05943092,4.388956727,20.12834901,67.48623818,0.732417318,30.52295333
2.187193254,51.12131848,37.55600354,9.114377459,78.7457173,0.185678111,43.16298553
8.352442287,49.97080756,28.19996863,13.31828104,80.18980072,0.507192446,65.52483988
43.51379295,37.64510732,5.972285355,12.7552663,71.39629773,0.762450697,107.9766009
27.18989519,35.42434093,11.4734044,25.86303536,75.60416423,0.754803074,37.90093193
4.270043747,55.83711468,26.13043215,13.78468897,83.9197722,0.187433851,145.2852972
23.14835394,37.42998595,34.4717838,5.004358981,79.26743755,0.642743161,64.65396439
1.667838935,33.89340578,60.80558116,3.844262372,80.72489515,0.171742732,30.1340829
57.32567221,17.84695188,11.57674801,13.27099573,63.87565728,0.808000937,40.23680026
49.36961024,11.17120252,16.44530219,22.86171347,33.84589594,0.696745808,31.64505255
5.153510993,48.56819511,28.59929495,17.61680388,82.95958945,0.514380733,96.34241839
37.60726419,5.537181046,46.80326538,9.925849858,65.34357138,0.960319796,14.38053344
8.414905238,49.99902888,28.22024916,13.46061383,80.16695551,0.620651551,65.54689775
7.508153006,42.70052927,25.97563513,23.99167541,82.97819709,0.578890086,40.39883694
47.42715787,18.80466745,15.14498276,18.64537718,66.84103209,0.787773572,67.70761196
42.69933219,2.202260507,40.949754,13.9567619,66.19820459,-0.000602717,39.13993146
1.771732542,61.86815246,14.28910293,22.05228849,84.71746144,0.037806651,52.67418496
52.96013894,15.48803109,28.64345641,2.716260895,43.17238518,0.877133248,56.34755408
9.111367156,51.79295138,36.00784812,3.116187187,84.56042134,0.434750081,54.65531776
57.39519533,17.80003996,11.58480644,13.14658657,63.85956255,0.801297905,40.32365841
15.01472719,32.91837805,32.58855162,19.67031743,82.32241554,0.477808371,86.98877793
33.01130412,34.92166217,4.525317082,27.39052098,80.94457046,0.836849195,30.37479791
66.58860836,13.05718228,13.93991512,6.255542976,37.21666801,0.963377487,132.8524568
8.961108449,45.54057354,36.44008617,8.91677275,83.02316534,0.641374439,125.8800148
9.136320132,51.705232,35.85174578,3.079508144,84.60183925,0.531946848,54.65310494
1.507158942,55.78796758,14.17738384,28.49945429,84.89009852,0.184889639,41.07707371
65.06175141,2.972916673,17.62153231,14.44439738,21.39217081,1.033151279,95.6771058
44.07000755,11.63530443,33.74867204,10.43844164,52.26256699,0.767433579,37.35318303
8.38514303,35.97464899,47.06225079,8.585455714,71.42663321,0.604192584,54.95635354
33.00103506,35.02582659,4.63951685,27.42160041,80.92707593,0.74701046,30.44076248
51.94157522,27.01869329,1.977867165,19.14127395,68.01996359,0.865706481,34.85461891
47.76007842,15.48055885,14.71616634,22.05275741,66.8767212,0.725930558,43.15044197
47.83794461,3.871025577,40.46582231,7.855527075,65.23296311,0.642982152,20.22182847
47.80726823,15.42864896,14.7364871,21.99994741,66.82902748,0.71636686,43.11768761
9.553385138,38.85711476,15.3990295,36.11155388,75.7060538,0.507417876,12.03791852
17.94354684,37.48393539,21.75980648,22.93762434,80.86535985,0.66488625,67.62791222
13.86906871,36.91831198,30.54152864,18.57948068,81.13959364,0.709631913,43.09266625
2.43086403,47.37312353,25.9637975,24.08035822,80.43672062,0.312823859,45.38888704
1.728733132,38.88709768,29.37322874,29.88981212,84.90502857,0.165078903,41.01610805
40.13349473,29.74200809,10.0870697,20.15243073,76.29410799,0.803264536,42.12454021
11.2312989,35.45518681,34.02523916,19.43045934,76.8177318,0.619713487,67.5939772
35.49532389,29.62074411,8.511638286,26.21987597,54.51291688,0.892454776,32.41961195
35.52723049,29.56019717,8.531646156,26.26624172,77.85495688,0.586529603,12.40149292
40.14592339,29.68243337,10.03400916,20.21334255,76.3381068,0.775870836,42.16584967
2.243540649,51.01192884,37.57799962,9.153464225,78.67737264,0.265084521,43.13790922
33.74337169,12.77685446,51.98671825,1.388777508,69.32938596,0.829730432,14.40140622
51.24652445,27.87923212,19.34511051,1.677261619,70.12359082,0.90251574,41.25888765
26.48873663,32.99945295,28.63662201,11.84761485,81.05788781,0.676883529,86.57391963
30.67477805,42.85018953,15.70756408,10.7287652,75.76414695,0.363145949,28.91438335
1.833620796,39.9362137,14.18374562,44.01552978,85.97829744,0.091555853,24.74707746
71.58483541,2.057379715,25.00916085,1.385073515,37.14357693,0.913320537,49.83772824
51.23584468,27.83993312,19.36050939,1.593087939,70.03308635,0.807140064,41.20405366
9.061348849,45.45044768,36.54766358,9.006395964,83.00556883,0.679854571,125.873248
8.46995988,49.87596716,28.14123705,13.45754085,80.24756313,0.644965588,65.33953288
68.82557007,7.797446962,19.09204303,4.215509981,32.86207643,0.872164313,52.58975745
15.36064577,38.85604572,2.375128189,43.43806624,85.86644322,0.633053276,20.91682023
62.8781693,22.57514749,11.13118806,3.536086186,35.34398749,0.761885612,113.5803506
52.06633778,26.92189251,1.904695204,19.10842289,68.05645893,0.845372344,34.77114588
4.449130424,41.10298022,2.919941097,51.43271263,85.81185232,0.193824012,12.48347064
4.268404118,55.825834,26.13243771,13.73713739,83.96773859,0.175291982,145.33384
7.538686891,43.07739826,12.98210352,36.47031428,84.08012084,0.481720237,21.85827505
32.9991336,34.97133825,4.586755901,27.42859843,81.04094883,0.670730276,30.36397544
49.33946129,11.17609013,16.40609102,22.9107896,33.7959112,0.77403463,31.72587095
3.181545133,47.73001359,41.37663515,7.585897251,74.80541982,0.195637612,129.2879388
1.817115593,43.28898133,22.39371008,32.35071615,85.05105409,0.968069417,37.58108386
1.479193474,53.46998123,18.25471039,26.54783587,83.12478424,0.011824458,28.0320864
1.902383336,42.32877668,12.32549357,43.52064687,81.93697548,0.043954538,11.98857407
37.70891343,21.04638484,11.39119129,30.00488671,75.82890064,0.586154324,37.95704503
4.411824284,41.16935994,2.933139172,51.4160451,85.75442369,0.283709703,12.5678985
2.406074813,57.87060354,3.480349095,36.24972162,84.47106435,0.806979757,19.40262314
1.765752865,64.73776302,22.29509267,11.09792794,79.08616594,0.255087365,22.76258366
40.80427139,23.31418524,8.581031799,27.11407049,80.57636911,0.691285732,74.01473409
47.82397963,3.928808812,40.38849234,7.86683098,65.17970992,0.63909029,20.22991384
71.60958778,2.089934575,24.93349244,1.452662114,37.12760654,0.966077844,49.85238877
9.00836206,50.81236252,11.50931649,28.5489235,86.02613533,0.310913229,39.61544127
50.98627969,23.30136325,3.443686127,22.33547446,70.75223302,0.834894436,63.17405231
9.12375143,51.8309387,35.90543535,3.240459872,84.60785509,0.572070185,54.76328466
58.51498019,3.159591412,24.15978808,14.30921443,34.45372368,0.962948454,67.60640804
58.4436159,3.220289778,24.14229283,14.21544446,34.34653869,0.954864432,67.59948857
65.37565973,13.6966548,19.22470458,1.585902809,22.17008787,0.965545408,62.55760747
40.8122496,23.25751497,8.560841451,27.20059204,80.7132051,0.693016484,73.944159
37.27011992,19.29616262,22.28561948,21.18760999,70.23149376,0.796026679,68.0004121
46.72677233,10.9466487,26.36680844,16.06983316,56.49219476,0.856832982,58.05840618
1.436304396,48.83460045,24.84081158,25.00207239,82.2902865,0.064095236,7.913922106
64.27797816,1.84174029,21.30799301,12.62789527,48.24323433,0.901028218,54.60501482
71.66584041,2.012813664,24.94409202,1.438471294,37.1082423,0.816920055,49.86754658
4.976137718,42.47336313,44.32347403,8.124046011,73.76202526,0.412118007,102.4596388
1.503224121,53.60948845,18.1528807,26.64827063,83.09756375,0.090285026,27.95793997
47.46230714,18.63003017,15.03764433,18.67375625,66.83414064,0.660131899,67.70234957
64.28573856,1.774609741,21.20797365,12.53617244,48.211903,0.939338507,54.60728374
17.73610216,29.43908842,49.25555854,3.704964378,80.65447785,0.730697784,21.87182611
1.201694741,62.97143593,34.18336531,1.493081414,85.53251088,0.078808123,68.21008697
39.27265287,13.37628266,32.04423174,15.33190567,67.86045774,0.954204073,53.19080983
50.28598781,9.967361149,38.20266278,1.612677437,63.21213985,0.724310657,34.9786188
64.86981007,15.51841862,18.09252817,1.493932173,33.32926773,0.724188042,136.8501863
66.19195515,15.40255739,16.96906173,1.457528328,40.35969941,0.333093311,51.22798025
18.91750252,38.51153396,6.044770237,36.43568415,83.42258209,0.681705908,32.41770455
42.78121392,2.326936343,40.86741965,13.92600911,66.19302724,0.119968524,39.28081184
33.1067566,35.02633084,4.584458723,27.47648848,81.04381377,0.732754913,30.36127023
4.217628812,55.79187065,26.1344439,13.87619527,83.89320681,0.213200757,145.2975737
28.28482936,29.20182904,14.57989957,27.93811499,75.34617305,0.769909498,40.39552466
52.91876371,21.48198839,16.25508027,9.477449596,53.58496108,0.96656569,78.48403109
23.3260731,37.334581,34.41898335,4.916688983,79.29616727,0.627791092,64.66452893
13.87299397,37.04671175,30.59164803,18.61572755,81.16544149,0.745924295,43.08877576
20.58121482,39.46351926,26.89548873,13.03353547,77.45004183,0.706410807,37.84206139
4.369127798,58.87734348,35.38811666,1.233093635,84.67753696,0.118237253,81.6777391
35.57570917,29.67650108,8.491196731,26.1851869,77.75637951,0.643245775,12.41110579
5.913047555,36.00455248,1.165920482,56.92410605,84.63951456,0.29050292,7.909191521
33.05999676,34.91867674,4.536426096,27.43921049,80.96016165,0.765089317,30.42232461
71.63803518,2.017947334,24.98546232,1.373391706,37.07240866,0.960707649,49.86273833
1.52565724,53.58949024,18.26137144,26.64318094,83.07919277,0.150458312,28.05611599
28.30864626,29.17683968,14.54236385,28.01146303,75.28779295,0.804730719,40.33683346
35.61182098,29.61512964,8.545377819,26.26967137,54.50148551,0.937639785,32.40590974
20.47797986,39.57601408,27.00730272,12.99032932,77.3603098,0.692402125,37.85543996
8.429995072,49.99812057,28.15004889,13.48927507,80.26966399,0.581210159,65.44585039
13.83942426,36.93119193,30.50654809,18.58956013,81.14610149,0.716654047,42.96506447
39.20804577,13.48415933,32.06380363,15.3318431,67.90511346,0.858306998,53.24508379
32.81762566,27.42356877,20.44800318,19.33952813,75.87993898,0.675695745,41.59669039
1.502365318,55.71727665,14.22906294,28.56604092,84.87712542,0.280229668,41.08239301
1.934716236,61.78093296,14.22749944,22.06948288,84.72074192,0.060047823,52.70242518
47.5928287,18.78004761,15.03894951,18.74512093,66.87331381,0.75305439,67.72507194
71.60179417,1.969549638,25.08078532,1.311078166,21.27333595,1.05889073,92.03235393
11.18433363,56.79040449,26.4285962,5.7559907,84.34973153,0.568040753,33.27214028
8.41855914,49.94970434,28.15220586,13.54895931,80.11975431,0.589882265,65.47735037
38.519981,31.06093152,9.327833437,21.23086773,78.36773833,0.724658168,51.19389172
15.10900632,32.86505579,32.67533428,19.58334424,82.19532187,0.640511321,87.05449168
1.941522833,61.77724589,14.18533617,22.1470319,84.74185058,0.042452323,52.69971241
51.99277635,1.791318106,22.85936186,23.35547951,67.15627322,0.944984751,33.83501697
1.332019795,48.77797368,24.86536395,24.92137672,82.18331245,0.033447151,7.858252594
66.69970169,13.1006762,13.99148991,6.321870071,37.2352697,0.989181002,132.8339879
47.68146236,3.991505892,40.33665035,7.811743286,65.24455486,0.708965773,20.22100294
40.66202607,35.5871542,15.08276776,8.541172701,76.65177385,0.683696575,47.6531632
2.476959537,49.17696915,14.98618598,33.13034727,86.39920423,0.144055496,45.22574626
51.85201569,20.43296451,18.57510282,9.175968766,41.46431728,0.722274498,34.92985405
60.81504467,14.50006314,11.76321905,12.85017336,30.14516027,1.008880647,46.1180383
39.01719832,19.82992203,37.80109369,3.46758516,69.83489912,0.660496381,29.35248536
62.90004696,22.61163845,10.94889178,3.628247504,35.39190113,0.645250966,113.537512
46.74941502,10.91480225,26.31184662,16.03124675,56.54691782,0.913480876,57.95084336
45.31879521,1.847773066,51.33082795,1.630961377,61.65303715,0.757441171,107.738519
1.69943216,33.82521586,60.69358128,3.695588732,80.68263871,0.084083155,30.26375316
11.11309502,56.68843501,26.46810055,5.748560601,84.35403513,0.568067578,33.35016335
28.31071477,29.21872812,14.60859188,27.94355013,75.28973929,0.764218674,40.20552898
7.376722555,42.60229124,25.91506174,23.92501825,83.04687021,0.49225755,40.4294946
6.363163958,35.25974298,45.9665438,12.37140122,71.81512636,0.427639225,77.06906433
51.86040844,20.44402869,18.57863676,9.264785638,41.50326395,0.704728603,34.94841743
52.02542858,26.9142292,1.935164697,19.11436133,68.0512806,0.922771499,34.78763766
9.546692481,38.80493353,15.48216082,36.05997738,75.71427797,0.472167303,12.0360314
17.8490486,37.49899696,21.79680327,22.87655937,80.8537817,0.602493833,67.53261757
18.87859521,38.44587072,6.127583705,36.53466762,83.56500512,0.726943778,32.44998806
42.97264152,20.42118714,34.40959571,2.086925968,67.76201746,0.918224567,69.76670182
44.1359014,11.54830572,33.74768049,10.48533105,52.34428874,0.788842855,37.25930492
5.488536663,46.36932753,12.05363786,35.90678706,85.77105921,0.128316275,34.35147769
45.43945928,34.65138516,6.464707348,13.2646132,81.75510406,0.726874738,59.67080544
40.14407372,29.77770939,9.960564254,20.15710618,76.31388743,0.829277318,42.16756614
35.45749967,37.76812953,6.582051822,20.15174586,83.10084559,0.774326632,85.49787617
45.30902143,1.610185454,51.25922909,1.610646575,61.56035977,0.839319417,107.7407117
40.726496,23.12517453,25.74157464,10.40555927,76.36276141,0.913355035,16.24509893
35.37714216,37.76622064,6.685783941,20.18055804,83.0787695,0.750578724,85.51761426
47.77259773,15.39264202,14.71661339,22.01561477,66.99228231,0.75579902,43.20909259
1.923473373,42.35151872,12.28790097,43.39789345,81.94918265,0.134514377,11.97382229
43.05238232,20.51067976,34.45207032,2.195446598,67.70875817,0.848218674,69.75091523
51.20565501,28.01874243,19.26666159,1.568162953,69.23796734,0.66035985,43.50176324
56.79225215,28.37199398,4.838596995,9.817809154,82.49504079,0.688939409,49.93521591
35.6069327,29.51393967,8.544429589,26.26899877,54.49134753,0.921593621,32.4591311
36.15417757,34.58953937,11.92323436,17.4776161,79.11274459,0.731697438,103.4949386
8.342980677,50.0388814,28.16701458,13.43588314,80.15410319,0.613899712,65.40990297
4.564629772,48.02822847,14.20002983,33.08841029,83.92057007,0.248884195,33.70900284
57.43586394,17.85956503,11.56556636,13.13194248,63.92674389,0.766743806,40.30216077
43.7499179,21.80097326,33.42580773,1.055740904,66.37215741,0.801238347,21.43474354
37.67098714,21.01517165,11.42330138,30.00953371,75.96639981,0.597262146,38.12748904
1.321964945,62.9726856,34.20546942,1.440403439,85.46238341,0.07565201,68.25414905
35.44007422,37.81771157,6.64005621,20.0916118,83.00640432,0.740055561,85.60392897
30.37552184,29.61696791,10.25150999,29.65971341,76.12347757,0.725654786,28.17496637
38.61718933,3.951012237,51.10276934,6.295434303,67.75379986,0.747356708,81.61519273
35.56157825,21.74068049,17.39905496,25.25377983,72.84322064,0.786473333,30.45825722
15.00879405,32.90183529,32.49637765,19.66088258,82.27422407,0.664388224,86.97527114
9.014389304,50.90864326,11.53705501,28.53871985,85.93246544,0.2458646,39.75394744
64.27217598,1.835506688,21.43308528,12.69839156,48.24032795,0.896784691,54.62986279
12.24953346,51.31194942,32.37599036,3.998391348,80.06396253,0.686527581,73.62615967
68.79133517,7.88340337,19.23243438,4.309109396,32.78707299,0.838401131,52.7667938
2.599444451,38.39909603,57.10670423,1.94079335,72.80715057,0.309251504,58.43713553
51.25559141,27.94155095,19.37930474,1.5770696,70.10159187,0.846893553,41.19963627
42.70808111,35.23372405,3.295765303,18.5054322,75.16033827,0.685571745,66.23951331
35.55553813,29.63408638,8.541767461,26.22932203,54.5164389,0.853898409,32.44875153
